predictor,label,Effect,NumDF,DenDF,ChiSq,FValue,ProbChiSq,ProbF,adjusted,fdr_p
meandonorhb,ALP,predspline,2,6623,1.18,0.59,0.5537817777,5.5381098E-01,0,0.8482672315
meandonorage,GT,predspline,2,7733,1.17,0.59,0.5559886244,5.5601340E-01,0,0.8482672315
numdoncat,FERRITIN,predictorvalue,4,2562,3.01,0.75,0.5568072565,5.5690588E-01,0,0.8482672315
meandonorsex,TROP_T,predictorvalue,1,4354,0.34,0.34,0.5618036287,5.6183365E-01,0,0.8529487762
donorparity,BE,predictorvalue,2,20167,1.13,0.56,0.5693952269,5.6940418E-01,0,0.8592017845
meanstoragetime,HBA1C,predspline,2,179,1.13,0.56,0.5693290505,5.7033494E-01,0,0.8592017845
meandonorage,KREA,predspline,2,50331,1.12,0.56,0.5715524161,5.7155597E-01,0,0.8592017845
idbloodgroupcat,MONO,predictorvalue,1,1926,0.31,0.31,0.5769910286,5.7705585E-01,0,0.8646439491
numdoncat,GT,predictorvalue,4,7734,2.82,0.71,0.5880211714,5.8804698E-01,0,0.8739510483
meandonorage,METHB,predspline,2,15588,1.06,0.53,0.5900249978,5.9003553E-01,0,0.8739510483
meandonorhb,MONO,predspline,2,1906,1.04,0.52,0.594151477,5.9423594E-01,0,0.8739510483
meandonorsex,NA,predictorvalue,1,46329,0.28,0.28,0.5979157286,5.9791825E-01,0,0.8739510483
meandonationtime,KREA,predspline,2,50165,1.02,0.51,0.5995376822,5.9954081E-01,0,0.8739510483
meandonorage,APTT,predspline,2,22102,1.02,0.51,0.6009651467,6.0097220E-01,0,0.8739510483
numdoncat,ALAT,predictorvalue,4,16882,2.74,0.69,0.6015627945,6.0157331E-01,0,0.8739510483
donorparity,LD,predictorvalue,2,6691,1.02,0.51,0.6019296016,6.0195278E-01,0,0.8739510483
meandonorage,MYELO,predspline,2,355,1.00,0.50,0.605110425,6.0553991E-01,0,0.8739510483
foreigndonor,META,predictorvalue,1,377,0.26,0.26,0.6094347449,6.0973378E-01,0,0.8739510483
foreigndonor,K,predictorvalue,1,46825,0.26,0.26,0.612359124,6.1236151E-01,0,0.8739510483
meanweekday,ALB,predictorvalue,5,23081,3.57,0.71,0.6124504198,6.1245709E-01,0,0.8739510483
donorparity,LPK,predictorvalue,2,56326,0.98,0.49,0.6129216457,6.1292425E-01,0,0.8739510483
meandonorsex,BASOF,predictorvalue,1,1934,0.25,0.25,0.6150386219,6.1509588E-01,0,0.8739510483
numdoncat,SR,predictorvalue,4,82,2.67,0.67,0.6136818514,6.1559217E-01,0,0.8739510483
foreigndonor,CA_F,predictorvalue,1,20366,0.25,0.25,0.6168914548,6.1689686E-01,0,0.8739510483
meandonorsex,ALP,predictorvalue,1,6673,0.25,0.25,0.6181100932,6.1812652E-01,0,0.8739510483
meandonorage,TROP_T,predspline,2,4353,0.96,0.48,0.6187368389,6.1876959E-01,0,0.8739510483
meanweekday,HAPTO,predictorvalue,5,367,3.53,0.71,0.6190438309,6.1942695E-01,0,0.8739510483
meandonationtime,CL,predspline,2,21017,0.95,0.48,0.6212585041,6.2126520E-01,0,0.8739510483
numdoncat,TRANSF,predictorvalue,3,50,1.77,0.59,0.6221906846,6.2511677E-01,0,0.8762737143
meanweekday,LD,predictorvalue,5,6685,3.48,0.70,0.626707354,6.2672620E-01,0,0.8762737143
meanweekday,TROP_T,predictorvalue,5,4349,3.41,0.68,0.6362928901,6.3631768E-01,0,0.8869882814
idbloodgroupcat,OSMO,predictorvalue,1,6493,0.21,0.21,0.6433248273,6.4334035E-01,0,0.8912693332
numdoncat,GLUKOS,predictorvalue,4,44604,2.50,0.62,0.6448638446,6.4486635E-01,0,0.8912693332
meanstoragetime,FERRITIN,predspline,2,2559,0.87,0.43,0.6473451014,6.4739293E-01,0,0.8912693332
meandonorhb,TRI,predspline,2,2533,0.86,0.43,0.64964927,6.4969698E-01,0,0.8912693332
meanweekday,TROP_I,predictorvalue,5,575,3.32,0.66,0.6507250118,6.5086666E-01,0,0.8912693332
meandonorhb,NA,predspline,2,45864,0.86,0.43,0.6510115065,6.5101412E-01,0,0.8912693332
meandonorage,NA,predspline,2,46327,0.84,0.42,0.6560101704,6.5601269E-01,0,0.8954475848
idbloodgroupcat,METHB,predictorvalue,1,15582,0.19,0.19,0.66274857,6.6275461E-01,0,0.8962478883
donorparity,HBA1C,predictorvalue,2,180,0.82,0.41,0.6629416525,6.6356240E-01,0,0.8962478883
meandonorsex,EOSINO,predictorvalue,1,1917,0.19,0.19,0.6651799585,6.6522864E-01,0,0.8962478883
numdoncat,APTT,predictorvalue,4,22116,2.36,0.59,0.6693811188,6.6938463E-01,0,0.8962478883
meandonationtime,SR,predspline,2,84,0.80,0.40,0.6690063344,6.7028623E-01,0,0.8962478883
meanstoragetime,RET,predspline,2,497,0.80,0.40,0.6705310677,6.7074640E-01,0,0.8962478883
donorparity,FE,predictorvalue,2,1404,0.79,0.40,0.6722046907,6.7228020E-01,0,0.8962478883
meanstoragetime,CRP,predspline,2,47584,0.78,0.39,0.6760352779,6.7603746E-01,0,0.8962478883
meanstoragetime,FIB,predspline,2,13641,0.78,0.39,0.676688713,6.7669628E-01,0,0.8962478883
meanweekday,COHB,predictorvalue,5,14190,3.14,0.63,0.6777579297,6.7776039E-01,0,0.8962478883
idbloodgroupcat,SR,predictorvalue,1,85,0.17,0.17,0.6769808998,6.7803101E-01,0,0.8962478883
meanweekday,OSMO,predictorvalue,5,6491,3.09,0.62,0.686030704,6.8603403E-01,0,0.8990367871
meandonorage,BILI,predspline,2,22353,0.75,0.38,0.6871822908,6.8718662E-01,0,0.8990367871
donorparity,FIB,predictorvalue,2,13660,0.75,0.37,0.6889223018,6.8892930E-01,0,0.8990367871
meandonationtime,ALP,predspline,2,6642,0.75,0.37,0.6889699721,6.8898437E-01,0,0.8990367871
meandonorsex,FIB,predictorvalue,1,13661,0.16,0.16,0.6899067764,6.8991301E-01,0,0.8990367871
meanstoragetime,TRI,predspline,2,2546,0.73,0.36,0.6953748362,6.9541088E-01,0,0.9004792512
meanstoragetime,BASOF,predspline,2,1929,0.72,0.36,0.6985053489,6.9855196E-01,0,0.9004792512
idbloodgroupcat,FE,predictorvalue,1,1404,0.15,0.15,0.7003554029,7.0041369E-01,0,0.9004792512
numdoncat,NTPROBNP,predictorvalue,4,817,2.18,0.55,0.7024722397,7.0251667E-01,0,0.9004792512
meanstoragetime,INR,predspline,2,27880,0.70,0.35,0.7033090893,7.0331221E-01,0,0.9004792512
meanstoragetime,STDBIK,predspline,2,20272,0.70,0.35,0.7051560493,7.0516029E-01,0,0.9004792512
meandonorhb,LAKTAT,predspline,2,18665,0.70,0.35,0.7053846378,7.0538924E-01,0,0.9004792512
numdoncat,HAPTO,predictorvalue,4,368,2.11,0.53,0.7157190457,7.1577712E-01,0,0.9004792512
meandonationtime,MCHC,predspline,2,23805,0.65,0.32,0.7234071358,7.2341032E-01,0,0.9004792512
meanweekday,FIB,predictorvalue,5,13661,2.84,0.57,0.7245413116,7.2453876E-01,0,0.9004792512
meanweekday,FE,predictorvalue,5,1402,2.81,0.56,0.7292751445,7.2924601E-01,0,0.9004792512
meandonorage,TRI,predspline,2,2550,0.62,0.31,0.7318056718,7.3183365E-01,0,0.9004792512
meanstoragetime,EOSINO,predspline,2,1912,0.62,0.31,0.7329306083,7.3296761E-01,0,0.9004792512
meandonorhb,K,predspline,2,46326,0.62,0.31,0.7333714551,7.3337298E-01,0,0.9004792512
meandonationtime,TPK,predspline,2,53940,0.62,0.31,0.7350968029,7.3509809E-01,0,0.9004792512
foreigndonor,TROP_T,predictorvalue,1,4355,0.11,0.11,0.7351217028,7.3513801E-01,0,0.9004792512
meanstoragetime,TRANSF,predspline,2,51,0.62,0.31,0.7338637576,7.3523175E-01,0,0.9004792512
foreigndonor,EGFR,predictorvalue,1,7817,0.11,0.11,0.7353888221,7.3539790E-01,0,0.9004792512
foreigndonor,BILI_K,predictorvalue,1,4823,0.11,0.11,0.7372930099,7.3730760E-01,0,0.9004792512
meandonorhb,TRANSF,predspline,2,50,0.60,0.30,0.7391124185,7.4045377E-01,0,0.9004792512
idbloodgroupcat,CA,predictorvalue,1,12719,0.11,0.11,0.741034694,7.4104014E-01,0,0.9004792512
meandonorhb,BE,predspline,2,19959,0.60,0.30,0.7411473662,7.4115070E-01,0,0.9004792512
timesincecat,MYELO,predictorvalue,3,354,1.25,0.42,0.7419198063,7.4202349E-01,0,0.9004792512
timesincecat,TRANSF,predictorvalue,3,50,1.24,0.41,0.742728745,7.4345667E-01,0,0.9004792512
meandonationtime,FERRITIN,predspline,2,2554,0.59,0.30,0.7438166697,7.4384218E-01,0,0.9004792512
numdoncat,COHB,predictorvalue,4,14193,1.95,0.49,0.7445418664,7.4454126E-01,0,0.9004792512
timesincecat,CO2,predictorvalue,3,1071,1.23,0.41,0.7464088951,7.4644011E-01,0,0.9004792512
meanweekday,CL,predictorvalue,5,21061,2.70,0.54,0.7464442195,7.4644126E-01,0,0.9004792512
idbloodgroupcat,HAPTO,predictorvalue,1,370,0.10,0.10,0.74760757,7.4778929E-01,0,0.9004792512
meandonationtime,PO2,predspline,2,16516,0.57,0.29,0.7518386945,7.5184240E-01,0,0.9029960916
meandonationtime,GLUKOS,predspline,2,44479,0.56,0.28,0.7566640113,7.5666533E-01,0,0.9030930534
donorparity,RET,predictorvalue,2,497,0.56,0.28,0.7568280767,7.5694621E-01,0,0.9030930534
meanstoragetime,FE,predspline,2,1401,0.55,0.28,0.7577712633,7.5781287E-01,0,0.9030930534
meandonorage,ALAT,predspline,2,16877,0.53,0.27,0.7670499746,7.6705317E-01,0,0.9117427874
idbloodgroupcat,EVF,predictorvalue,1,55667,0.09,0.09,0.7705550348,7.7055612E-01,0,0.9135459173
meanweekday,MCHC,predictorvalue,5,23929,2.52,0.50,0.7727310687,7.7272729E-01,0,0.9137649137
timesincecat,FIB,predictorvalue,3,13668,1.10,0.37,0.7760599741,7.7606099E-01,0,0.9153539885
donorparity,TRANSF,predictorvalue,2,51,0.49,0.25,0.7816504759,7.8257520E-01,0,0.916355179
meandonorage,FIB,predspline,2,13660,0.49,0.24,0.7842281599,7.8423155E-01,0,0.916355179
meandonorage,CA_F,predspline,2,20354,0.48,0.24,0.78565687,7.8565912E-01,0,0.916355179
meanweekday,NTPROBNP,predictorvalue,5,816,2.42,0.48,0.7883218046,7.8819414E-01,0,0.916355179
meanweekday,ALAT,predictorvalue,5,16877,2.42,0.48,0.7890378467,7.8903161E-01,0,0.916355179
meanstoragetime,LYMF,predspline,2,1916,0.47,0.24,0.7898995406,7.8992247E-01,0,0.916355179
meandonorhb,GLUKOS,predspline,2,44130,0.47,0.23,0.7908533743,7.9085436E-01,0,0.916355179
foreigndonor,NA,predictorvalue,1,46351,0.07,0.07,0.7936325154,7.9363368E-01,0,0.9172650547
timesincecat,CL,predictorvalue,3,21070,1.02,0.34,0.7972067377,7.9720684E-01,0,0.9178197826
meandonorhb,ALB,predspline,2,22891,0.45,0.23,0.7981023856,7.9810416E-01,0,0.9178197826
meandonorhb,EOSINO,predspline,2,1895,0.44,0.22,0.8020016713,8.0202227E-01,0,0.9184205821
timesincecat,FE,predictorvalue,3,1404,0.99,0.33,0.80262019,8.0261973E-01,0,0.9184205821
meandonorage,ALB,predspline,2,23080,0.43,0.21,0.8069619846,8.0696359E-01,0,0.9210998828
meanweekday,METHB,predictorvalue,5,15589,2.27,0.45,0.8110653005,8.1105752E-01,0,0.9214875852
donorparity,GT,predictorvalue,2,7733,0.41,0.21,0.8143007829,8.1430523E-01,0,0.9214875852
meanweekday,NA,predictorvalue,5,46332,2.24,0.45,0.8144535912,8.1445093E-01,0,0.9214875852
idbloodgroupcat,MYELO,predictorvalue,1,356,0.05,0.05,0.8151818343,8.1531619E-01,0,0.9214875852
meandonorsex,FERRITIN,predictorvalue,1,2564,0.05,0.05,0.8212776343,8.2129564E-01,0,0.9248487893
meandonationtime,MONO,predspline,2,1924,0.39,0.19,0.8228549541,8.2287121E-01,0,0.9248487893
foreigndonor,EOSINO,predictorvalue,1,1917,0.05,0.05,0.8242980979,8.2432175E-01,0,0.9248487893
timesincecat,NA,predictorvalue,3,46349,0.89,0.30,0.8284453187,8.2844506E-01,0,0.9250750642
idbloodgroupcat,FERRITIN,predictorvalue,1,2562,0.05,0.05,0.8285282482,8.2854549E-01,0,0.9250750642
timesincecat,LAKTAT,predictorvalue,3,18879,0.87,0.29,0.8328718654,8.3287114E-01,0,0.9276530858
meandonationtime,COHB,predspline,2,14154,0.35,0.18,0.8374324923,8.3743435E-01,0,0.9304826162
timesincecat,MONO,predictorvalue,3,1926,0.83,0.28,0.8434648765,8.4345590E-01,0,0.9317828986
meandonorhb,TROP_I,predspline,2,578,0.34,0.17,0.8444837165,8.4452544E-01,0,0.9317828986
meanstoragetime,METHB,predspline,2,15582,0.33,0.17,0.846052403,8.4605392E-01,0,0.9317828986
meandonorhb,NEUTRO,predspline,2,10783,0.33,0.16,0.8479779282,8.4798007E-01,0,0.9317828986
numdoncat,ALP,predictorvalue,4,6672,1.37,0.34,0.8487438208,8.4873268E-01,0,0.9317828986
meanstoragetime,CA_F,predspline,2,20336,0.32,0.16,0.8518072446,8.5180832E-01,0,0.9329329243
meanstoragetime,CA,predspline,2,12715,0.31,0.16,0.8544194752,8.5442114E-01,0,0.9335717904
donorparity,NA,predictorvalue,2,46328,0.29,0.15,0.8639813815,8.6398178E-01,0,0.9401240276
numdoncat,STDBIK,predictorvalue,4,20298,1.27,0.32,0.8658126897,8.6580885E-01,0,0.9401240276
foreigndonor,FIB,predictorvalue,1,13670,0.03,0.03,0.8668527451,8.6685523E-01,0,0.9401240276
meandonorage,FERRITIN,predspline,2,2563,0.28,0.14,0.8685861251,8.6859285E-01,0,0.9401240276
foreigndonor,SR,predictorvalue,1,85,0.03,0.03,0.8726387399,8.7301910E-01,0,0.9426966806
meandonorhb,BASOF,predspline,2,1912,0.25,0.13,0.8824695974,8.8247681E-01,0,0.9501844768
timesincecat,SR,predictorvalue,3,83,0.65,0.22,0.8843969039,8.8408469E-01,0,0.9501844768
foreigndonor,TPK,predictorvalue,1,54137,0.02,0.02,0.8922450406,8.9224554E-01,0,0.9513692346
meandonationtime,PCO2,predspline,2,16421,0.23,0.11,0.8932817028,8.9328240E-01,0,0.9513692346
meandonorsex,NEUTRO,predictorvalue,1,10904,0.02,0.02,0.8933232592,8.9332573E-01,0,0.9513692346
meandonorsex,ALB,predictorvalue,1,23081,0.02,0.02,0.8934935192,8.9349469E-01,0,0.9513692346
meandonorage,EOSINO,predspline,2,1916,0.22,0.11,0.8955223061,8.9552800E-01,0,0.9513692346
timesincecat,NEUTRO,predictorvalue,3,10907,0.59,0.20,0.8992309807,8.9922845E-01,0,0.9530992775
meanstoragetime,NA,predspline,2,46267,0.19,0.10,0.9084092786,9.0840946E-01,0,0.9582348868
meandonorsex,CRP,predictorvalue,1,47657,0.01,0.01,0.9089639897,9.0896447E-01,0,0.9582348868
idbloodgroupcat,HBA1C,predictorvalue,1,181,0.01,0.01,0.9101981483,9.1032314E-01,0,0.9582348868
meanweekday,TRANSF,predictorvalue,5,48,1.44,0.29,0.9201182397,9.1758603E-01,0,0.9636748296
meandonorhb,TROP_T,predspline,2,4317,0.16,0.08,0.9215341226,9.2153555E-01,0,0.9647038259
donorparity,NTPROBNP,predictorvalue,2,819,0.16,0.08,0.9234854443,9.2349259E-01,0,0.9647038259
meandonorsex,NTPROBNP,predictorvalue,1,820,0.01,0.01,0.9317699842,9.3179088E-01,0,0.9647038259
meanstoragetime,ALAT,predspline,2,16849,0.14,0.07,0.9321528386,9.3215311E-01,0,0.9647038259
meandonorhb,KREA,predspline,2,49860,0.14,0.07,0.9334902297,9.3349032E-01,0,0.9647038259
numdoncat,OSMO,predictorvalue,4,6494,0.83,0.21,0.9345701169,9.3455989E-01,0,0.9647038259
meandonorage,LYMF,predspline,2,1920,0.13,0.07,0.9352322681,9.3523445E-01,0,0.9647038259
idbloodgroupcat,NA,predictorvalue,1,46292,0.01,0.01,0.936529988,9.3653033E-01,0,0.9647038259
meandonorsex,META,predictorvalue,1,377,0.01,0.01,0.9373987878,9.3744046E-01,0,0.9647038259
meanstoragetime,MONO,predspline,2,1923,0.12,0.06,0.9434892993,9.4349096E-01,0,0.9687630387
timesincecat,META,predictorvalue,3,375,0.35,0.12,0.9503975095,9.5033756E-01,0,0.9736197686
meandonorsex,HBA1C,predictorvalue,1,181,0.00,0.00,0.9564085629,9.5646885E-01,0,0.9777237131
timesincecat,ALB,predictorvalue,3,23091,0.30,0.10,0.9597985807,9.5979772E-01,0,0.9789511137
meanweekday,GT,predictorvalue,5,7730,0.95,0.19,0.9664889142,9.6647927E-01,0,0.9822733223
donorparity,BILI_K,predictorvalue,2,4822,0.07,0.03,0.9673254634,9.6732568E-01,0,0.9822733223
donorparity,CA_F,predictorvalue,2,20355,0.06,0.03,0.9722975577,9.7229760E-01,0,0.9847858466
idbloodgroupcat,FIB,predictorvalue,1,13646,0.00,0.00,0.974651839,9.7465230E-01,0,0.9847858466
meandonorsex,TROP_I,predictorvalue,1,579,0.00,0.00,0.977080809,9.7709071E-01,0,0.9847858466
meandonationtime,FE,predspline,2,1399,0.04,0.02,0.9783629955,9.7836333E-01,0,0.9847858466
timesincecat,LPK,predictorvalue,3,56357,0.13,0.04,0.987766603,9.8776647E-01,0,0.992079856
meanweekday,TRI,predictorvalue,5,2548,0.41,0.08,0.9950942309,9.9508835E-01,0,0.9972563016
meandonorage,ERYTRO,predspline,2,36592,0.00,0.00,0.9982350703,9.9823507E-01,0,0.9982350704
idbloodgroupcat,HB,predictorvalue,1,90456,558.39,558.39,1.88145E-123,4.4519191E-123,1,1.79858E-120
meandonationtime,EVF,predspline,2,54970,495.89,247.95,2.08071E-108,6.3243794E-108,1,1.27752E-105
meanstoragetime,HB,predspline,2,90416,388.74,194.37,3.864605E-85,5.8620515E-85,1,7.894229E-83
meanstoragetime,EVF,predspline,2,55063,237.25,118.62,3.034083E-52,3.9146864E-52,1,3.953833E-50
meanstoragetime,ERYTRO,predspline,2,36126,187.29,93.64,2.142123E-41,2.7283631E-41,1,2.204517E-39
meandonorage,MCV,predspline,2,36398,140.37,70.19,3.296548E-31,3.7730089E-31,1,2.540493E-29
meanstoragetime,MCV,predspline,2,36348,119.42,59.71,1.168464E-26,1.2886157E-26,1,7.437154E-25
meandonorage,MCH,predspline,2,36486,67.48,33.74,2.218183E-15,2.2884033E-15,1,1.155644E-13
idbloodgroupcat,ERYTRO,predictorvalue,1,36149,60.51,60.51,7.31872E-15,7.5124360E-15,1,3.372249E-13
idbloodgroupcat,BILI,predictorvalue,1,22133,40.98,40.98,1.540049E-10,1.5709380E-10,1,6.3465894E-9
timesincecat,EVF,predictorvalue,3,55160,37.55,12.52,3.5225549E-8,3.5439647E-08,1,1.3016016E-6
meanstoragetime,TPK,predspline,2,53453,33.65,16.82,4.9360123E-8,4.9622084E-08,1,1.6706102E-6
meanstoragetime,MCH,predspline,2,36436,29.02,14.51,4.9986903E-7,5.0276384E-07,1,0.0000156244
meanweekday,EVF,predictorvalue,5,55147,36.08,7.22,9.1723646E-7,9.2181702E-07,1,0.000026601
foreigndonor,EVF,predictorvalue,1,55162,23.50,23.50,1.2479471E-6,1.2513363E-06,1,0.0000337027
idbloodgroupcat,CA_F,predictorvalue,1,20111,23.07,23.07,1.5619942E-6,1.5732420E-06,1,0.0000397244
meandonorsex,MCH,predictorvalue,1,36487,19.48,19.48,0.0000101823,1.0211467E-05,1,0.0002426725
idbloodgroupcat,KREA,predictorvalue,1,49792,18.30,18.30,0.0000189198,1.8955020E-05,1,0.0004254349
meanstoragetime,COHB,predspline,2,14005,20.24,10.12,0.0000402959,4.0591350E-05,1,0.0008631003
meanstoragetime,BILI,predspline,2,22125,19.36,9.68,0.0000626623,6.2927992E-05,1,0.0012140891
meandonorsex,MCV,predictorvalue,1,36399,16.01,16.01,0.000062984,6.3108590E-05,1,0.0012140891
meanstoragetime,APTT,predspline,2,21893,19.07,9.53,0.0000724194,7.2720486E-05,1,0.0013354126
idbloodgroupcat,LAKTAT,predictorvalue,1,18642,15.02,15.02,0.0001061283,1.0649181E-04,1,0.0018705518
idbloodgroupcat,PCO2,predictorvalue,1,16274,14.40,14.40,0.0001477559,1.4829116E-04,1,0.0024962345
meandonorage,EVF,predspline,2,55134,16.96,8.48,0.0002073578,2.0762845E-04,1,0.0033552758
foreigndonor,MCV,predictorvalue,1,36419,13.33,13.33,0.0002615383,2.6190408E-04,1,0.0040695865
meanstoragetime,SR,predspline,2,80,16.90,8.45,0.0002139445,4.6851376E-04,1,0.007010354
numdoncat,BILI_K,predictorvalue,4,4782,18.74,4.69,0.0008838417,8.9700126E-04,1,0.0129424467
meanstoragetime,KREA,predspline,2,49757,11.33,5.66,0.0034734528,3.4756916E-03,1,0.0484199793
foreigndonor,CA,predictorvalue,1,12613,8.38,8.38,0.0037854456,3.7919439E-03,1,0.0510648451
meanstoragetime,ALB,predspline,2,22850,10.98,5.49,0.0041284136,4.1338607E-03,1,0.0538735398
meanstoragetime,CL,predspline,2,20815,10.57,5.28,0.0050731177,5.0799244E-03,1,0.0633187246
meandonorage,HB,predspline,2,90528,10.53,5.26,0.0051704908,5.1720740E-03,1,0.0633187246
meanstoragetime,LPK,predspline,2,55654,10.42,5.21,0.005449033,5.4516934E-03,1,0.0647789449
timesincecat,LD,predictorvalue,3,6634,12.36,4.12,0.0062519752,6.2827592E-03,1,0.072520992
timesincecat,ERYTRO,predictorvalue,3,36196,11.74,3.91,0.0083286893,8.3354111E-03,1,0.0935418354
meanweekday,TPK,predictorvalue,5,53535,15.14,3.03,0.0097883382,9.7952776E-03,1,0.1069538419
timesincecat,MCV,predictorvalue,3,36417,11.20,3.73,0.0106790908,1.0686830E-02,1,0.1136178803
idbloodgroupcat,STDBIK,predictorvalue,1,20060,6.46,6.46,0.0110290541,1.1036512E-02,1,0.1143269437
foreigndonor,CL,predictorvalue,1,20845,6.21,6.21,0.0127179866,1.2725699E-02,1,0.1285295579
idbloodgroupcat,PO2,predictorvalue,1,16363,5.94,5.94,0.0147696491,1.4780218E-02,1,0.1425777007
donorparity,K,predictorvalue,2,46302,8.42,4.21,0.0148167567,1.4822434E-02,1,0.1425777007
idbloodgroupcat,BILI_K,predictorvalue,1,4781,5.64,5.64,0.0175235888,1.7562787E-02,1,0.1650085076
meandonationtime,LPK,predspline,2,55561,7.95,3.98,0.0187458707,1.8751207E-02,1,0.1721701708
meanstoragetime,K,predspline,2,46242,7.71,3.86,0.0211592816,2.1166084E-02,1,0.1900244022
idbloodgroupcat,K,predictorvalue,1,46266,5.13,5.13,0.0234555694,2.3460169E-02,1,0.2060414847
meandonorage,K,predspline,2,46302,7.36,3.68,0.0252097114,2.5217087E-02,1,0.2167596426
meandonorage,PCO2,predspline,2,16283,7.17,3.59,0.0277162086,2.7738096E-02,1,0.2334623102
meandonationtime,BILI_K,predspline,2,4766,7.13,3.57,0.028270165,2.8345617E-02,1,0.233706719
meandonorsex,MYELO,predictorvalue,1,350,4.80,4.80,0.0284016736,2.9060063E-02,1,0.2348053077
meandonorage,BILI_K,predspline,2,4784,7.01,3.51,0.0299795309,3.0056639E-02,1,0.2380957262
foreigndonor,TRANSF,predictorvalue,1,49,4.89,4.89,0.0269435592,3.1635359E-02,1,0.2457824045
numdoncat,K,predictorvalue,4,46323,10.42,2.61,0.0338792657,3.3892733E-02,1,0.2583521549
meanstoragetime,TROP_T,predspline,2,4309,6.70,3.35,0.0350377598,3.5129110E-02,1,0.2628177859
meanstoragetime,PCO2,predspline,2,16266,6.64,3.32,0.0362232104,3.6247729E-02,1,0.2662560484
numdoncat,TPK,predictorvalue,4,53550,10.10,2.52,0.0388187558,3.8831124E-02,1,0.2768675573
meanstoragetime,MCHC,predspline,2,23806,6.49,3.24,0.0390457464,3.9062997E-02,1,0.2768675573
idbloodgroupcat,PH,predictorvalue,1,20166,4.05,4.05,0.0441866871,4.4199958E-02,1,0.3078755668
meanstoragetime,CO2,predspline,2,1062,6.22,3.11,0.0446829131,4.5089640E-02,1,0.3087494026
meanweekday,NEUTRO,predictorvalue,5,10773,11.18,2.24,0.0478350436,4.7913799E-02,1,0.3174535097
meandonationtime,NA,predspline,2,45717,6.07,3.03,0.0481644008,4.8174093E-02,1,0.3174535097
foreigndonor,LAKTAT,predictorvalue,1,18664,3.87,3.87,0.0490768643,4.9091646E-02,1,0.3174535097
timesincecat,METHB,predictorvalue,3,15391,7.84,2.61,0.0494652685,4.9503889E-02,1,0.3174535097
numdoncat,LPK,predictorvalue,4,55770,9.43,2.36,0.0511844103,5.1197677E-02,1,0.3231853358
meandonationtime,INR,predspline,2,27584,5.89,2.94,0.0526900321,5.2706580E-02,1,0.3233226221
donorparity,ALP,predictorvalue,2,6619,5.88,2.94,0.0527510399,5.2820032E-02,1,0.3233226221
meandonorsex,HBA1C,predictorvalue,1,178,3.75,3.75,0.0529636962,5.4548549E-02,1,0.328919611
meanstoragetime,TROP_I,predspline,2,575,5.77,2.89,0.05575213,5.6560619E-02,1,0.3360366164
idbloodgroupcat,META,predictorvalue,1,371,3.43,3.43,0.0639338296,6.4727823E-02,1,0.378986094
meandonationtime,BE,predspline,2,19910,5.39,2.69,0.0675921624,6.7616806E-02,1,0.3902455664
timesincecat,CA_F,predictorvalue,3,20133,7.05,2.35,0.0701843292,7.0217358E-02,1,0.399401731
meandonationtime,K,predspline,2,46182,5.28,2.64,0.0713962396,7.1407010E-02,1,0.399401731
meandonorsex,HB,predictorvalue,1,90530,3.23,3.23,0.0721657942,7.2169125E-02,1,0.399401731
numdoncat,CA,predictorvalue,4,12610,8.53,2.13,0.0740878376,7.4154043E-02,1,0.4048409936
meandonorage,GLUKOS,predspline,2,44106,5.02,2.51,0.0814286614,8.1440274E-02,1,0.438691611
foreigndonor,LPK,predictorvalue,1,55773,2.98,2.98,0.08418944,8.4194977E-02,1,0.4475627725
donorparity,MYELO,predictorvalue,2,349,4.96,2.48,0.083911221,8.5386583E-02,1,0.4480023341
meanweekday,EGFR,predictorvalue,5,7546,9.58,1.92,0.0882125008,8.8349443E-02,1,0.4523385999
meanstoragetime,OSMO,predspline,2,6411,4.85,2.43,0.0883712125,8.8452350E-02,1,0.4523385999
donorparity,HBA1C,predictorvalue,2,177,4.85,2.43,0.0883271018,9.1260835E-02,1,0.4581808667
meandonationtime,ERYTRO,predspline,2,36061,4.76,2.38,0.0924721216,9.2486657E-02,1,0.4581808667
meandonorsex,HAPTO,predictorvalue,1,366,2.84,2.84,0.0921445547,9.2997107E-02,1,0.4581808667
meanstoragetime,EGFR,predspline,2,7536,4.69,2.34,0.0959891638,9.6059115E-02,1,0.46756485
donorparity,LAKTAT,predictorvalue,2,18653,4.65,2.32,0.0978057939,9.7834132E-02,1,0.4705355859
donorparity,TPK,predictorvalue,2,53522,4.60,2.30,0.1001628913,1.0017280E-01,1,0.4730510601
numdoncat,TRI,predictorvalue,4,2529,7.77,1.94,0.1003453671,1.0069899E-01,1,0.4730510601
meandonorsex,PCO2,predictorvalue,1,16284,2.66,2.66,0.1025895207,1.0260886E-01,1,0.4764825025
idbloodgroupcat,BASOF,predictorvalue,1,1909,2.58,2.58,0.1084728853,1.0863829E-01,1,0.4987484998
meanstoragetime,GLUKOS,predspline,2,44039,4.41,2.21,0.1101074437,1.1011961E-01,1,0.4998688097
foreigndonor,LD,predictorvalue,1,6636,2.50,2.50,0.1140747196,1.1412238E-01,1,0.5110228692
meandonationtime,STDBIK,predspline,2,20036,4.30,2.15,0.1162591243,1.1628599E-01,1,0.5110228692
meanstoragetime,GT,predspline,2,7656,4.30,2.15,0.1163012271,1.1637154E-01,1,0.5110228692
