predictor,label,Effect,NumDF,DenDF,ChiSq,FValue,ProbChiSq,ProbF,adjusted,fdr_p
meandonorhb,BE,predspline,2,19959,0.60,0.30,0.7411473662,7.4115070E-01,0,0.8977167804
timesincecat,MYELO,predictorv,3,354,1.25,0.42,0.7419198063,7.4202349E-01,0,0.8977167804
timesincecat,TRANSF,predictorv,3,50,1.24,0.41,0.742728745,7.4345667E-01,0,0.8977167804
meandonationtime,FERRITIN,predspline,2,2554,0.59,0.30,0.7438166697,7.4384218E-01,0,0.8977167804
numdoncat,COHB,predictorvalue,4,14193,1.95,0.49,0.7445418664,7.4454126E-01,0,0.8977167804
timesincecat,CO2,predictorvalue,3,1071,1.23,0.41,0.7464088951,7.4644011E-01,0,0.8977167804
meanweekday,CL,predictorvalue,5,21061,2.70,0.54,0.7464442195,7.4644126E-01,0,0.8977167804
idbloodgroupcat,HAPTO,predictorvalue,1,370,0.10,0.10,0.74760757,7.4778929E-01,0,0.8977167804
timesincecat,K,predictorv,3,46823,1.21,0.40,0.7498060519,7.4980671E-01,0,0.8977167804
meandonationtime,PO2,predspline,2,16516,0.57,0.29,0.7518386945,7.5184240E-01,0,0.8977167804
donorparity,TROP_T,predictorv,2,4353,0.56,0.28,0.7559050545,7.5591865E-01,0,0.8977167804
meandonationtime,GLUKOS,predspline,2,44479,0.56,0.28,0.7566640113,7.5666533E-01,0,0.8977167804
donorparity,RET,predictorvalue,2,497,0.56,0.28,0.7568280767,7.5694621E-01,0,0.8977167804
idbloodgroupcat,TROP_I,predictorv,1,579,0.10,0.10,0.7572363656,7.5734756E-01,0,0.8977167804
meanstoragetime,FE,predspline,2,1401,0.55,0.28,0.7577712633,7.5781287E-01,0,0.8977167804
donorparity,METHB,predictorvalue,2,15589,0.55,0.27,0.760230237,7.6023390E-01,0,0.8988562063
idbloodgroupcat,ALP,predictorvalue,1,6662,0.09,0.09,0.7634031231,7.6341252E-01,0,0.9008852692
meandonorage,ALAT,predspline,2,16877,0.53,0.27,0.7670499746,7.6705317E-01,0,0.9034507714
idbloodgroupcat,EVF,predictorv,1,55667,0.09,0.09,0.7705550348,7.7055612E-01,0,0.9058446009
meanweekday,MCHC,predictorvalue,5,23929,2.52,0.50,0.7727310687,7.7272729E-01,0,0.9066666819
meanweekday,BILI,predictorv,5,22355,2.50,0.50,0.776052509,7.7604832E-01,0,0.9071225237
timesincecat,FIB,predictorvalue,3,13668,1.10,0.37,0.7760599741,7.7606099E-01,0,0.9071225237
timesincecat,HBA1C,predictorvalue,3,179,1.10,0.37,0.7777034883,7.7777661E-01,0,0.9074060453
donorparity,TRANSF,predictorv,2,51,0.49,0.25,0.7816504759,7.8257520E-01,0,0.9088923253
meandonorage,FIB,predspline,2,13660,0.49,0.24,0.7842281599,7.8423155E-01,0,0.9088923253
meandonorage,CA_F,predspline,2,20354,0.48,0.24,0.78565687,7.8565912E-01,0,0.9088923253
meanweekday,NTPROBNP,predictorv,5,816,2.42,0.48,0.7883218046,7.8819414E-01,0,0.9088923253
meanweekday,ALAT,predictorvalue,5,16877,2.42,0.48,0.7890378467,7.8903161E-01,0,0.9088923253
timesincecat,NTPROBNP,predictorv,3,818,1.05,0.35,0.7895657425,7.8957328E-01,0,0.9088923253
meanstoragetime,LYMF,predspline,2,1916,0.47,0.24,0.7898995406,7.8992247E-01,0,0.9088923253
meandonorhb,GLUKOS,predspline,2,44130,0.47,0.23,0.7908533743,7.9085436E-01,0,0.9088923253
foreigndonor,NA,predictorv,1,46351,0.07,0.07,0.7936325154,7.9363368E-01,0,0.9103879804
timesincecat,CL,predictorvalue,3,21070,1.02,0.34,0.7972067377,7.9720684E-01,0,0.9121190386
meandonorhb,ALB,predspline,2,22891,0.45,0.23,0.7981023856,7.9810416E-01,0,0.9121190386
meandonorhb,EOSINO,predspline,2,1895,0.44,0.22,0.8020016713,8.0202227E-01,0,0.9138886345
timesincecat,FE,predictorv,3,1404,0.99,0.33,0.80262019,8.0261973E-01,0,0.9138886345
meandonorage,ALB,predspline,2,23080,0.43,0.21,0.8069619846,8.0696359E-01,0,0.9171394341
meandonorsex,BILI_K,predictorv,1,4823,0.06,0.06,0.8089377944,8.0894807E-01,0,0.9177016826
meanweekday,METHB,predictorvalue,5,15589,2.27,0.45,0.8110653005,8.1105752E-01,0,0.9181622902
donorparity,GT,predictorvalue,2,7733,0.41,0.21,0.8143007829,8.1430523E-01,0,0.9181622902
meanweekday,NA,predictorv,5,46332,2.24,0.45,0.8144535912,8.1445093E-01,0,0.9181622902
idbloodgroupcat,MYELO,predictorv,1,356,0.05,0.05,0.8151818343,8.1531619E-01,0,0.9181622902
meandonorsex,CA_F,predictorvalue,1,20356,0.05,0.05,0.8184924249,8.1849473E-01,0,0.9182318194
meandonorsex,FERRITIN,predictorv,1,2564,0.05,0.05,0.8212776343,8.2129564E-01,0,0.9182318194
foreigndonor,HBA1C,predictorvalue,1,181,0.05,0.05,0.821132431,8.2138754E-01,0,0.9182318194
meandonationtime,MONO,predspline,2,1924,0.39,0.19,0.8228549541,8.2287121E-01,0,0.9182318194
timesincecat,INR,predictorv,3,27929,0.91,0.30,0.8238432881,8.2384292E-01,0,0.9182318194
foreigndonor,EOSINO,predictorv,1,1917,0.05,0.05,0.8242980979,8.2432175E-01,0,0.9182318194
timesincecat,NA,predictorv,3,46349,0.89,0.30,0.8284453187,8.2844506E-01,0,0.9196108527
idbloodgroupcat,FERRITIN,predictorv,1,2562,0.05,0.05,0.8285282482,8.2854549E-01,0,0.9196108527
timesincecat,PH,predictorvalue,3,20413,0.88,0.29,0.8309102009,8.3090957E-01,0,0.9205760653
timesincecat,LAKTAT,predictorvalue,3,18879,0.87,0.29,0.8328718654,8.3287114E-01,0,0.9210926791
meandonationtime,COHB,predspline,2,14154,0.35,0.18,0.8374324923,8.3743435E-01,0,0.9244795026
timesincecat,OSMO,predictorvalue,3,6495,0.84,0.28,0.8391301838,8.3912774E-01,0,0.9246917468
meanweekday,CA,predictorvalue,5,12729,2.06,0.41,0.8413350961,8.4132441E-01,0,0.9253439525
timesincecat,MONO,predictorv,3,1926,0.83,0.28,0.8434648765,8.4345590E-01,0,0.9253439525
meandonorhb,TROP_I,predspline,2,578,0.34,0.17,0.8444837165,8.4452544E-01,0,0.9253439525
meanstoragetime,METHB,predspline,2,15582,0.33,0.17,0.846052403,8.4605392E-01,0,0.9253439525
meandonorhb,NEUTRO,predspline,2,10783,0.33,0.16,0.8479779282,8.4798007E-01,0,0.9253439525
numdoncat,ALP,predictorvalue,4,6672,1.37,0.34,0.8487438208,8.4873268E-01,0,0.9253439525
meanstoragetime,CA_F,predspline,2,20336,0.32,0.16,0.8518072446,8.5180832E-01,0,0.9270564072
meanstoragetime,CA,predspline,2,12715,0.31,0.16,0.8544194752,8.5442114E-01,0,0.9282600024
foreigndonor,BILI,predictorvalue,1,22364,0.03,0.03,0.8602733054,8.6027490E-01,0,0.9329741865
donorparity,NA,predictorv,2,46328,0.29,0.15,0.8639813815,8.6398178E-01,0,0.9351713113
numdoncat,STDBIK,predictorvalue,4,20298,1.27,0.32,0.8658126897,8.6580885E-01,0,0.9351713113
foreigndonor,FIB,predictorvalue,1,13670,0.03,0.03,0.8668527451,8.6685523E-01,0,0.9351713113
meandonorage,FERRITIN,predspline,2,2563,0.28,0.14,0.8685861251,8.6859285E-01,0,0.9354076863
foreigndonor,SR,predictorvalue,1,85,0.03,0.03,0.8726387399,8.7301910E-01,0,0.9385336222
meandonorhb,BASOF,predspline,2,1912,0.25,0.13,0.8824695974,8.8247681E-01,0,0.947048286
timesincecat,SR,predictorvalue,3,83,0.65,0.22,0.8843969039,8.8408469E-01,0,0.9471237691
foreigndonor,TPK,predictorvalue,1,54137,0.02,0.02,0.8922450406,8.9224554E-01,0,0.950591929
meandonationtime,PCO2,predspline,2,16421,0.23,0.11,0.8932817028,8.9328240E-01,0,0.950591929
meandonorsex,NEUTRO,predictorvalue,1,10904,0.02,0.02,0.8933232592,8.9332573E-01,0,0.950591929
meandonorsex,ALB,predictorvalue,1,23081,0.02,0.02,0.8934935192,8.9349469E-01,0,0.950591929
meandonorage,EOSINO,predspline,2,1916,0.22,0.11,0.8955223061,8.9552800E-01,0,0.9511124933
timesincecat,NEUTRO,predictorvalue,3,10907,0.59,0.20,0.8992309807,8.9922845E-01,0,0.9533988373
meanstoragetime,NA,predspline,2,46267,0.19,0.10,0.9084092786,9.0840946E-01,0,0.9602038626
meandonorsex,CRP,predictorvalue,1,47657,0.01,0.01,0.9089639898,9.0896447E-01,0,0.9602038626
idbloodgroupcat,HBA1C,predictorvalue,1,181,0.01,0.01,0.9101981483,9.1032314E-01,0,0.9602038626
meanweekday,TRANSF,predictorv,5,48,1.44,0.29,0.9201182397,9.1758603E-01,0,0.9662102506
meandonorhb,TROP_T,predspline,2,4317,0.16,0.08,0.9215341226,9.2153555E-01,0,0.9687131358
donorparity,NTPROBNP,predictorvalue,2,819,0.16,0.08,0.9234854443,9.2349259E-01,0,0.969116583
idbloodgroupcat,GT,predictorvalue,1,7722,0.01,0.01,0.9288664625,9.2886878E-01,0,0.9705265907
meandonorsex,NTPROBNP,predictorvalue,1,820,0.01,0.01,0.9317699842,9.3179088E-01,0,0.9705265907
meanstoragetime,ALAT,predspline,2,16849,0.14,0.07,0.9321528386,9.3215311E-01,0,0.9705265907
meandonorhb,KREA,predspline,2,49860,0.14,0.07,0.9334902297,9.3349032E-01,0,0.9705265907
numdoncat,OSMO,predictorvalue,4,6494,0.83,0.21,0.9345701169,9.3455989E-01,0,0.9705265907
meandonorage,LYMF,predspline,2,1920,0.13,0.07,0.9352322676,9.3523445E-01,0,0.9705265907
idbloodgroupcat,NA,predictorv,1,46292,0.01,0.01,0.936529988,9.3653033E-01,0,0.9705265907
meandonorsex,META,predictorvalue,1,377,0.01,0.01,0.9373987878,9.3744046E-01,0,0.9705265907
meanstoragetime,MONO,predspline,2,1923,0.12,0.06,0.9434892993,9.4349096E-01,0,0.9751517298
meandonorsex,LD,predictorvalue,1,6692,0.00,0.00,0.9482027396,9.4820468E-01,0,0.9773087395
donorparity,CRP,predictorvalue,2,47656,0.11,0.05,0.9487846296,9.4878468E-01,0,0.9773087395
timesincecat,META,predictorvalue,3,375,0.35,0.12,0.9503975095,9.5033756E-01,0,0.9773087395
meandonorsex,HBA1C,predictorvalue,1,181,0.00,0.00,0.9564085629,9.5646885E-01,0,0.9819746858
timesincecat,ALB,predictorvalue,3,23091,0.30,0.10,0.9597985807,9.5979772E-01,0,0.9837527404
numdoncat,FE,predictorv,4,1403,0.58,0.15,0.9647534956,9.6472134E-01,0,0.9865440759
meanweekday,GT,predictorvalue,5,7730,0.95,0.19,0.9664889142,9.6647927E-01,0,0.9865440759
donorparity,BILI_K,predictorv,2,4822,0.07,0.03,0.9673254634,9.6732568E-01,0,0.9865440759
donorparity,CA_F,predictorvalue,2,20355,0.06,0.03,0.9722975577,9.7229760E-01,0,0.987986576
idbloodgroupcat,FIB,predictorvalue,1,13646,0.00,0.00,0.974651839,9.7465230E-01,0,0.987986576
meandonorsex,TROP_I,predictorv,1,579,0.00,0.00,0.977080809,9.7709071E-01,0,0.987986576
idbloodgroupcat,EOSINO,predictorv,1,1915,0.00,0.00,0.977421646,9.7742459E-01,0,0.987986576
timesincecat,TROP_I,predictorv,3,577,0.20,0.07,0.9776981826,9.7767591E-01,0,0.987986576
meandonationtime,FE,predspline,2,1399,0.04,0.02,0.9783629955,9.7836333E-01,0,0.987986576
foreigndonor,APTT,predictorvalue,1,22119,0.00,0.00,0.9822346192,9.8223482E-01,0,0.9902727483
donorparity,TROP_I,predictorv,2,578,0.03,0.01,0.9875167871,9.8751706E-01,0,0.9926005589
timesincecat,LPK,predictorvalue,3,56357,0.13,0.04,0.987766603,9.8776647E-01,0,0.9926005589
meanweekday,LAKTAT,predictorvalue,5,18872,0.50,0.10,0.9919642429,9.9196301E-01,0,0.9951941586
meanweekday,TRI,predictorv,5,2548,0.41,0.08,0.9950942309,9.9508835E-01,0,0.996706383
meandonorage,ERYTRO,predspline,2,36592,0.00,0.00,0.9982350703,9.9823507E-01,0,0.9982350704
idbloodgroupcat,HB,predictorvalue,1,90456,558.39,558.39,1.88145E-123,4.4519191E-123,1,2.49307E-120
meandonationtime,EVF,predspline,2,54970,495.89,247.95,2.08071E-108,6.3243793E-108,1,1.77083E-105
meanstoragetime,HB,predspline,2,90416,388.74,194.37,3.864605E-85,5.8620515E-85,1,1.09425E-82
meanstoragetime,EVF,predspline,2,55063,237.25,118.62,3.034083E-52,3.9146864E-52,1,5.480561E-50
meanstoragetime,ERYTRO,predspline,2,36126,187.29,93.64,2.142123E-41,2.7283631E-41,1,3.055767E-39
meandonorage,MCV,predspline,2,36398,140.37,70.19,3.296548E-31,3.7730089E-31,1,3.521475E-29
meanstoragetime,MCV,predspline,2,36348,119.42,59.71,1.168464E-26,1.2886157E-26,1,1.030893E-24
numdoncat,EVF,predictorvalue,4,55159,87.73,21.93,4.00032E-18,4.1357358E-18,1,2.895015E-16
idbloodgroupcat,TPK,predictorvalue,1,53484,69.87,69.87,6.319325E-17,6.4692700E-17,1,4.025324E-15
meandonorage,MCH,predspline,2,36486,67.48,33.74,2.21819E-15,2.2884110E-15,1,1.28151E-13
idbloodgroupcat,ERYTRO,predictorv,1,36149,60.51,60.51,7.31872E-15,7.5124360E-15,1,3.824513E-13
idbloodgroupcat,CL,predictorvalue,1,20819,54.18,54.18,1.825276E-13,1.8930990E-13,1,8.834462E-12
idbloodgroupcat,BILI,predictorvalue,1,22133,40.98,40.98,1.54005E-10,1.5709390E-10,1,6.7671219E-9
timesincecat,EVF,predictorvalue,3,55160,37.55,12.52,3.5225549E-8,3.5439647E-08,1,1.4175859E-6
meanstoragetime,TPK,predspline,2,53453,33.65,16.82,4.9360123E-8,4.9622084E-08,1,1.8525578E-6
donorparity,MCV,predictorvalue,2,36398,31.36,15.68,1.5474263E-7,1.5579102E-07,1,5.4526858E-6
meanstoragetime,MCH,predspline,2,36436,29.02,14.51,4.9986903E-7,5.0276384E-07,1,0.0000165616
meanweekday,EVF,predictorvalue,5,55147,36.08,7.22,9.1723646E-7,9.2181702E-07,1,0.0000286788
foreigndonor,EVF,predictorv,1,55162,23.50,23.50,1.2479471E-6,1.2513363E-06,1,0.0000368815
idbloodgroupcat,CA_F,predictorvalue,1,20111,23.07,23.07,1.5619942E-6,1.5732420E-06,1,0.0000440508
donorparity,MCH,predictorvalue,2,36486,23.92,11.96,6.393289E-6,6.4183929E-06,1,0.0001711571
meandonorsex,MCH,predictorvalue,1,36487,19.48,19.48,0.0000101823,1.0211467E-05,1,0.0002599283
idbloodgroupcat,KREA,predictorv,1,49792,18.30,18.30,0.0000189198,1.8955020E-05,1,0.0004615135
meanstoragetime,COHB,predspline,2,14005,20.24,10.12,0.0000402959,4.0591350E-05,1,0.0009471315
meanstoragetime,BILI,predspline,2,22125,19.36,9.68,0.0000626623,6.2927992E-05,1,0.0013592619
meandonorsex,MCV,predictorvalue,1,36399,16.01,16.01,0.000062984,6.3108590E-05,1,0.0013592619
meanstoragetime,APTT,predspline,2,21893,19.07,9.53,0.0000724194,7.2720486E-05,1,0.0015082767
idbloodgroupcat,LAKTAT,predictorv,1,18642,15.02,15.02,0.0001061283,1.0649181E-04,1,0.0021298362
idbloodgroupcat,PCO2,predictorvalue,1,16274,14.40,14.40,0.0001477559,1.4829116E-04,1,0.0028635534
meandonorage,EVF,predspline,2,55134,16.96,8.48,0.0002073578,2.0762845E-04,1,0.0038757311
foreigndonor,MCV,predictorvalue,1,36419,13.33,13.33,0.0002615383,2.6190408E-04,1,0.0047311705
foreigndonor,MCH,predictorvalue,1,36507,12.89,12.89,0.0003299236,3.3035618E-04,1,0.0057812331
meanstoragetime,SR,predspline,2,80,16.90,8.45,0.0002139445,4.6851376E-04,1,0.0079505365
numdoncat,BILI_K,predictorvalue,4,4782,18.74,4.69,0.0008838417,8.9700126E-04,1,0.01447468
numdoncat,HB,predictorvalue,4,90583,18.69,4.67,0.0009039643,9.0466750E-04,1,0.01447468
idbloodgroupcat,TRI,predictorv,1,2526,10.79,10.79,0.0010205062,1.0344446E-03,1,0.0160913601
idbloodgroupcat,COHB,predictorvalue,1,14006,10.16,10.16,0.0014379798,1.4411369E-03,1,0.0218118018
numdoncat,MCV,predictorvalue,4,36416,16.73,4.18,0.0021807721,2.1840691E-03,1,0.032186281
numdoncat,MCHC,predictorvalue,4,23850,15.91,3.98,0.0031422938,3.1487729E-03,1,0.0451207776
meanweekday,PCO2,predictorvalue,5,16281,17.80,3.56,0.003211873,3.2229127E-03,1,0.0451207776
meanstoragetime,KREA,predspline,2,49757,11.33,5.66,0.0034734528,3.4756916E-03,1,0.0474728606
foreigndonor,CA,predictorvalue,1,12613,8.38,8.38,0.0037854456,3.7919439E-03,1,0.0505592525
meanstoragetime,ALB,predspline,2,22850,10.98,5.49,0.0041284136,4.1338607E-03,1,0.0538363258
meanstoragetime,CL,predspline,2,20815,10.57,5.28,0.0050731177,5.0799244E-03,1,0.0643635881
meandonorage,HB,predspline,2,90528,10.53,5.26,0.0051704908,5.1720740E-03,1,0.0643635881
meanstoragetime,LPK,predspline,2,55654,10.42,5.21,0.005449033,5.4516934E-03,1,0.0663684412
timesincecat,LD,predictorv,3,6634,12.36,4.12,0.0062519752,6.2827592E-03,1,0.0748584076
timesincecat,MCHC,predictorvalue,3,23851,11.96,3.99,0.0075067864,7.5163651E-03,1,0.0876909264
timesincecat,ERYTRO,predictorv,3,36196,11.74,3.91,0.0083286893,8.3354111E-03,1,0.0952618408
meanweekday,TPK,predictorv,5,53535,15.14,3.03,0.0097883382,9.7952776E-03,1,0.1097071091
donorparity,HB,predictorvalue,2,90529,9.18,4.59,0.0101368556,1.0139216E-02,1,0.1113325721
timesincecat,MCV,predictorvalue,3,36417,11.20,3.73,0.0106790908,1.0686830E-02,1,0.115088942
idbloodgroupcat,STDBIK,predictorvalue,1,20060,6.46,6.46,0.0110290541,1.1036512E-02,1,0.1166122011
foreigndonor,CL,predictorvalue,1,20845,6.21,6.21,0.0127179866,1.2725699E-02,1,0.131920674
donorparity,PCO2,predictorvalue,2,16283,8.69,4.35,0.0129414706,1.2956495E-02,1,0.131920674
foreigndonor,HAPTO,predictorvalue,1,366,6.16,6.16,0.0130637333,1.3511622E-02,1,0.1341435258
idbloodgroupcat,APTT,predictorvalue,1,21905,6.08,6.08,0.0136462964,1.3653895E-02,1,0.1341435258
idbloodgroupcat,PO2,predictorvalue,1,16363,5.94,5.94,0.0147696491,1.4780218E-02,1,0.1406875114
donorparity,K,predictorv,2,46302,8.42,4.21,0.0148167567,1.4822434E-02,1,0.1406875114
numdoncat,ERYTRO,predictorv,4,36195,12.20,3.05,0.0158988798,1.5910630E-02,1,0.1484992158
foreigndonor,PH,predictorvalue,1,20190,5.71,5.71,0.0168263187,1.6835426E-02,1,0.152572886
timesincecat,GT,predictorvalue,3,7670,10.21,3.40,0.0168445989,1.6891998E-02,1,0.152572886
timesincecat,MCH,predictorvalue,3,36505,10.14,3.38,0.0174257154,1.7435852E-02,1,0.1536761364
idbloodgroupcat,BILI_K,predictorv,1,4781,5.64,5.64,0.0175237889,1.7562987E-02,1,0.1536761364
meandonationtime,LPK,predspline,2,55561,7.95,3.98,0.0187458707,1.8751207E-02,1,0.1615488579
timesincecat,HB,predictorvalue,3,90584,9.90,3.30,0.0194097907,1.9414112E-02,1,0.1629836665
donorparity,EVF,predictorv,2,55134,7.88,3.94,0.019494349,1.9499832E-02,1,0.1629836665
meanstoragetime,K,predspline,2,46242,7.71,3.86,0.0211592138,2.1166017E-02,1,0.1743083717
idbloodgroupcat,MCHC,predictorvalue,1,23814,5.19,5.19,0.0226740743,2.2682885E-02,1,0.1840929792
idbloodgroupcat,K,predictorv,1,46266,5.13,5.13,0.0234555694,2.3460169E-02,1,0.1876813524
meandonorage,K,predspline,2,46302,7.36,3.68,0.0252097114,2.5217087E-02,1,0.1988953351
meandonorage,PCO2,predspline,2,16283,7.17,3.59,0.0277162086,2.7738096E-02,1,0.2157407487
meandonationtime,BILI_K,predspline,2,4766,7.13,3.57,0.028270165,2.8345617E-02,1,0.2174458283
meandonorsex,MYELO,predictorv,1,350,4.80,4.80,0.0284016736,2.9060063E-02,1,0.219913989
meandonorage,BILI_K,predspline,2,4784,7.01,3.51,0.0299795309,3.0056639E-02,1,0.2244229023
meandonorsex,EVF,predictorvalue,1,55135,4.64,4.64,0.0312549577,3.1259278E-02,1,0.2300753381
foreigndonor,TRANSF,predictorv,1,49,4.89,4.89,0.0269435592,3.1635359E-02,1,0.2300753381
idbloodgroupcat,LPK,predictorv,1,55698,4.57,4.57,0.0325602843,3.2564625E-02,1,0.2337973112
numdoncat,K,predictorv,4,46323,10.42,2.61,0.0338792657,3.3892733E-02,1,0.2402522859
meanstoragetime,TROP_T,predspline,2,4309,6.70,3.35,0.0350377598,3.5129110E-02,1,0.24590377
meanstoragetime,PCO2,predspline,2,16266,6.64,3.32,0.0362232104,3.6247729E-02,1,0.2506015857
numdoncat,TPK,predictorv,4,53550,10.10,2.52,0.0388187558,3.8831124E-02,1,0.2635575698
meanstoragetime,MCHC,predspline,2,23806,6.49,3.24,0.0390457464,3.9062997E-02,1,0.2635575698
idbloodgroupcat,PH,predictorvalue,1,20166,4.05,4.05,0.0441866871,4.4199958E-02,1,0.2946663841
meanstoragetime,CO2,predspline,2,1062,6.22,3.11,0.0446829131,4.5089640E-02,1,0.2970611608
numdoncat,MCH,predictorvalue,4,36504,9.68,2.42,0.046235039,4.6254534E-02,1,0.2997499139
meanweekday,BILI_K,predictorvalue,5,4779,11.26,2.25,0.0465183032,4.6693879E-02,1,0.2997499139
idbloodgroupcat,CO2,predictorvalue,1,1061,3.93,3.93,0.0473087534,4.7566192E-02,1,0.2997499139
meanweekday,NEUTRO,predictorvalue,5,10773,11.18,2.24,0.0478350436,4.7913799E-02,1,0.2997499139
meandonationtime,NA,predspline,2,45717,6.07,3.03,0.0481644008,4.8174093E-02,1,0.2997499139
foreigndonor,LAKTAT,predictorv,1,18664,3.87,3.87,0.0490768643,4.9091646E-02,1,0.3013280194
timesincecat,METHB,predictorvalue,3,15391,7.84,2.61,0.0494652685,4.9503889E-02,1,0.3013280194
numdoncat,LPK,predictorvalue,4,55770,9.43,2.36,0.0511844103,5.1197677E-02,1,0.308287087
meandonationtime,INR,predspline,2,27584,5.89,2.94,0.0526900321,5.2706580E-02,1,0.3113601906
donorparity,ALP,predictorvalue,2,6619,5.88,2.94,0.0527510399,5.2820032E-02,1,0.3113601906
meandonorsex,HBA1C,predictorvalue,1,178,3.75,3.75,0.0529636962,5.4548549E-02,1,0.3181998712
meanstoragetime,TROP_I,predspline,2,575,5.77,2.89,0.05575213,5.6560619E-02,1,0.3265355301
meanweekday,INR,predictorv,5,27692,10.66,2.13,0.0586585659,5.8691642E-02,1,0.33538081
idbloodgroupcat,META,predictorvalue,1,371,3.43,3.43,0.0639338296,6.4727823E-02,1,0.3661371806
meandonorsex,MONO,predictorv,1,1905,3.36,3.36,0.066665515,6.6821429E-02,1,0.374200004
meandonationtime,BE,predspline,2,19910,5.39,2.69,0.0675921624,6.7616806E-02,1,0.3749050633
timesincecat,CA_F,predictorvalue,3,20133,7.05,2.35,0.0701843292,7.0217358E-02,1,0.385507061
meandonationtime,K,predspline,2,46182,5.28,2.64,0.0713962397,7.1407011E-02,1,0.3882322905
meandonorsex,HB,predictorvalue,1,90530,3.23,3.23,0.0721657942,7.2169125E-02,1,0.3886029789
numdoncat,CA,predictorvalue,4,12610,8.53,2.13,0.0740878376,7.4154043E-02,1,0.3954882313
meandonorage,GLUKOS,predspline,2,44106,5.02,2.51,0.0814286614,8.1440274E-02,1,0.4302505059
meandonorsex,RET,predictorvalue,1,486,3.01,3.01,0.0829908174,8.3625022E-02,1,0.4365665474
foreigndonor,LPK,predictorv,1,55773,2.98,2.98,0.08418944,8.4194977E-02,1,0.4365665474
donorparity,MYELO,predictorv,2,349,4.96,2.48,0.083911221,8.5386583E-02,1,0.4386833647
donorparity,HAPTO,predictorvalue,2,365,4.91,2.46,0.0856739975,8.7090208E-02,1,0.4422617499
meanweekday,EGFR,predictorv,5,7546,9.58,1.92,0.0882125008,8.8349443E-02,1,0.4422617499
meanstoragetime,OSMO,predspline,2,6411,4.85,2.43,0.0883712125,8.8452350E-02,1,0.4422617499
donorparity,HBA1C,predictorvalue,2,177,4.85,2.43,0.0883271018,9.1260835E-02,1,0.4522660857
meandonationtime,ERYTRO,predspline,2,36061,4.76,2.38,0.0924721216,9.2486657E-02,1,0.4528554757
meandonorsex,HAPTO,predictorvalue,1,366,2.84,2.84,0.0921445547,9.2997107E-02,1,0.4528554757
meanweekday,HB,predictorvalue,5,90558,9.36,1.87,0.0955128065,9.5524420E-02,1,0.4558737671
donorparity,OSMO,predictorv,2,6414,4.69,2.35,0.0957622298,9.5844389E-02,1,0.4558737671
meanstoragetime,EGFR,predspline,2,7536,4.69,2.34,0.0959891638,9.6059115E-02,1,0.4558737671
donorparity,COHB,predictorvalue,2,14013,4.66,2.33,0.0971091757,9.7146859E-02,1,0.4565592814
donorparity,LAKTAT,predictorv,2,18653,4.65,2.32,0.0978057939,9.7834132E-02,1,0.4565592814
meandonorsex,TPK,predictorv,1,53523,2.72,2.72,0.0992816901,9.9287559E-02,1,0.4584669374
donorparity,TPK,predictorvalue,2,53522,4.60,2.30,0.1001628913,1.0017280E-01,1,0.4584669374
numdoncat,TRI,predictorv,4,2529,7.77,1.94,0.1003453671,1.0069899E-01,1,0.4584669374
meandonorsex,PCO2,predictorvalue,1,16284,2.66,2.66,0.1025895207,1.0260886E-01,1,0.4633948324
meandonorsex,KREA,predictorv,1,49838,2.59,2.59,0.1074588249,1.0746516E-01,1,0.4814439094
idbloodgroupcat,BASOF,predictorv,1,1909,2.58,2.58,0.1084728853,1.0863829E-01,1,0.4828368315
meanstoragetime,GLUKOS,predspline,2,44039,4.41,2.21,0.1101074437,1.1011961E-01,1,0.485566802
foreigndonor,LD,predictorvalue,1,6636,2.50,2.50,0.1140747196,1.1412238E-01,1,0.4992854103
meandonationtime,STDBIK,predspline,2,20036,4.30,2.15,0.1162591243,1.1628599E-01,1,0.501292807
meanstoragetime,GT,predspline,2,7656,4.30,2.15,0.1163012271,1.1637154E-01,1,0.501292807
meandonorsex,TRI,predictorv,1,2531,2.44,2.44,0.1180429598,1.1816798E-01,1,0.5051455487
meandonorsex,LAKTAT,predictorvalue,1,18654,2.41,2.41,0.1202442207,1.2026119E-01,1,0.5101989679
meandonorage,LAKTAT,predspline,2,18653,4.22,2.11,0.1215369895,1.2156593E-01,1,0.5118565447
meandonationtime,MCV,predspline,2,36281,4.18,2.09,0.1236613899,1.2367628E-01,1,0.5142364848
numdoncat,FIB,predictorvalue,4,13548,7.24,1.81,0.1238998507,1.2396772E-01,1,0.5142364848
donorparity,TRI,predictorv,2,2530,4.13,2.06,0.1270734684,1.2728718E-01,1,0.5241236693
numdoncat,LD,predictorv,4,6633,7.04,1.76,0.1335492059,1.3368850E-01,1,0.5461280328
meandonorage,OSMO,predspline,2,6414,4.00,2.00,0.1353025057,1.3538690E-01,1,0.5461280328
idbloodgroupcat,NEUTRO,predictorv,1,10769,2.23,2.23,0.1355274852,1.3555678E-01,1,0.5461280328
meanweekday,MCH,predictorvalue,5,36496,8.32,1.66,0.1394230921,1.3945329E-01,1,0.5578131776
meandonorsex,COHB,predictorvalue,1,14014,2.16,2.16,0.1416576351,1.4168008E-01,1,0.559898912
foreigndonor,ALB,predictorvalue,1,22890,2.14,2.14,0.143347826,1.4336156E-01,1,0.559898912
meandonationtime,FIB,predspline,2,13493,3.85,1.93,0.1456156093,1.4565567E-01,1,0.559898912
